,id_x,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,renov_yr_clean,view_ord,condition_ord,grade_ord,age,id_y,latitude,longitude,airbnb_avg_price,house_price,profit,profitable?,#,Location,City,Population,Avg. Income/H/hold,National Rank
962,2349300060,2015-02-12,4,2.0,1920,4822,1.0,0,920,1000.0,1914,0.0,98136,47.5507,-122.381,1120,4822,1914.0,0.0,1.0,3.0,101,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,200000.0,29708.35578951444,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
963,7625701891,2014-08-06,3,1.0,1400,4800,1.0,0,700,700.0,1917,0.0,98136,47.5499,-122.391,1470,6000,1917.0,0.0,3.0,3.0,98,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,435000.0,12268.91670138931,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
964,65000400,2014-10-22,4,3.0,1490,6766,1.5,0,1490,0.0,1915,0.0,98136,47.5446,-122.382,1990,6526,1915.0,1.0,4.0,4.0,100,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,570000.0,2250.515523104652,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
965,7625704510,2014-10-22,4,3.25,3450,6500,2.0,0,2450,1000.0,1994,0.0,98136,47.5437,-122.388,1750,6500,1994.0,0.0,2.0,5.0,21,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,850000.0,-18528.390624448693,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
966,3524039204,2014-08-13,4,2.75,2840,11900,1.0,0,1640,1200.0,1961,0.0,98136,47.5271,-122.386,2790,10070,1961.0,3.0,3.0,6.0,54,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,790000.0,-14075.767878544408,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
967,2485000202,2015-04-10,3,2.5,2380,16080,1.0,0,1340,1040.0,1964,0.0,98136,47.5262,-122.386,2560,10070,1964.0,2.0,3.0,6.0,51,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,986000.0,-28621.002181831755,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
968,2484200171,2014-07-14,4,1.5,2810,7140,1.0,0,1490,1320.0,1954,0.0,98136,47.5252,-122.382,2240,6825,1954.0,2.0,2.0,5.0,61,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,575000.0,1879.463627612633,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
969,7625700935,2014-06-05,3,3.5,3250,6000,2.0,0,2500,750.0,2001,0.0,98136,47.5533,-122.391,1650,6000,2001.0,0.0,2.0,7.0,14,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,875000.0,-20383.650101908817,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
970,7625702400,2014-07-30,2,1.0,960,6250,1.0,0,960,0.0,1916,0.0,98136,47.5491,-122.386,1350,6250,1916.0,0.0,2.0,3.0,99,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,355000.0,18205.747029261693,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
971,7935000125,2014-06-05,3,1.0,1050,7500,1.0,0,1050,0.0,1900,0.0,98136,47.5473,-122.396,1380,7500,1900.0,0.0,2.0,3.0,115,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,440000.0,11897.86480589728,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
972,2483700160,2014-09-17,3,1.5,1590,7080,1.0,0,1310,280.0,1952,0.0,98136,47.5244,-122.386,2080,7200,1952.0,2.0,2.0,5.0,63,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,720000.0,-8881.041341656062,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
973,3013301525,2014-10-13,2,1.5,1710,4189,1.0,0,1160,550.0,1951,0.0,98136,47.5286,-122.383,1530,5608,1951.0,1.0,4.0,4.0,64,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,453500.0,10896.024688068821,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
974,7625700012,2014-12-02,3,2.75,1250,1655,2.0,0,830,420.0,2006,0.0,98136,47.5554,-122.382,1520,3001,2006.0,0.0,2.0,4.0,9,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,370000.0,17092.591342785618,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
975,7625704005,2014-05-06,3,2.0,2000,7000,2.0,0,2000,0.0,1916,1986.0,98136,47.5452,-122.393,1840,7000,1986.0,0.0,2.0,4.0,99,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,561000.0,2918.4089349903006,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
976,2493200435,2014-08-25,2,2.0,1180,3200,1.0,0,590,590.0,1945,0.0,98136,47.5275,-122.383,1350,4000,1945.0,1.0,3.0,3.0,70,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,360000.0,17834.69513376967,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
977,4322500055,2015-04-17,5,1.75,1910,5428,1.0,0,1390,520.0,1954,0.0,98136,47.5333,-122.392,1820,5900,1954.0,0.0,2.0,5.0,61,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,607000.0,-495.26850353631744,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
978,3013300510,2015-05-06,2,1.0,820,4234,1.0,0,820,0.0,1951,0.0,98136,47.5294,-122.386,1550,4236,1951.0,1.0,2.0,3.0,64,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,389950.0,15612.094279772442,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
979,3013300055,2014-06-02,2,1.75,1710,4234,2.0,0,1330,380.0,1920,1979.0,98136,47.5319,-122.386,1530,4556,1979.0,0.0,2.0,4.0,95,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,405000.0,14495.228074341452,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
980,34001160,2014-09-19,3,2.0,3030,9374,1.0,0,2100,930.0,1959,0.0,98136,47.5289,-122.391,1990,6012,1959.0,1.0,3.0,4.0,56,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,590000.0,766.3079411365616,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
981,2461900510,2014-09-26,4,1.0,1010,6000,1.0,0,750,260.0,1925,0.0,98136,47.5518,-122.383,1450,6000,1925.0,0.0,2.0,3.0,90,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,350000.0,18576.79892475372,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
982,2489200070,2014-07-20,6,3.5,2410,6000,2.0,0,2220,190.0,1916,1990.0,98136,47.54,-122.382,1980,6000,1990.0,4.0,2.0,6.0,99,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,767500.0,-12406.034348830297,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
983,2483200060,2014-06-12,3,2.0,2460,6600,1.0,0,1370,1090.0,1952,0.0,98136,47.5215,-122.383,2150,6600,1952.0,2.0,3.0,5.0,63,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,678500.0,-5801.310609072265,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
984,4315700390,2014-06-30,1,1.5,1010,5750,1.0,0,1010,0.0,1911,1948.0,98136,47.5411,-122.392,1230,5750,1948.0,0.0,2.0,4.0,104,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,410000.0,14124.176178849426,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
985,2719100013,2015-04-29,2,1.5,1480,1349,2.0,0,1240,240.0,2007,0.0,98136,47.5439,-122.386,1550,1349,2007.0,0.0,2.0,4.0,8,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,418000.0,13530.493146062192,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
986,2346800270,2015-01-06,3,3.0,2920,23085,1.5,0,1540,1380.0,1908,0.0,98136,47.5159,-122.395,2270,18180,1908.0,2.0,2.0,4.0,107,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,555000.0,3363.6712095807306,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
987,2490200055,2014-08-01,3,3.5,2270,4088,2.0,0,1880,390.0,1996,0.0,98136,47.5356,-122.384,1760,5425,1996.0,0.0,2.0,5.0,19,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,560000.0,2992.6193140887044,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
988,7625702350,2014-05-23,2,1.0,1680,6500,1.0,0,1140,540.0,1941,0.0,98136,47.55,-122.388,1610,6500,1941.0,0.0,3.0,4.0,74,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,515000.0,6332.086373516919,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
989,7625703885,2014-09-17,4,3.0,2940,7108,2.0,0,2220,720.0,2011,0.0,98136,47.5437,-122.395,2240,7950,2011.0,1.0,2.0,6.0,4,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,870000.0,-20012.598206416784,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
990,9169600096,2014-08-01,2,1.5,1840,9000,1.0,0,1340,500.0,1957,0.0,98136,47.5281,-122.388,1880,7560,1957.0,2.0,2.0,5.0,58,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,720000.0,-8881.041341656062,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
991,4318200405,2014-06-20,3,2.25,2870,8170,2.0,0,2250,620.0,1995,0.0,98136,47.5363,-122.385,1310,8170,1995.0,0.0,2.0,7.0,20,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,850000.0,-18528.390624448693,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
992,3524039209,2014-05-06,4,2.75,3370,8103,1.0,0,1970,1400.0,1970,2014.0,98136,47.5232,-122.383,2120,6360,2014.0,3.0,2.0,6.0,45,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,1140000.0,-40049.4005629861,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
993,2594200375,2015-03-30,3,1.75,1240,7200,1.0,0,1240,0.0,1942,0.0,98136,47.5142,-122.389,1640,7200,1942.0,0.0,4.0,4.0,73,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,427500.0,12825.494544627341,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
994,9238900855,2015-03-13,2,1.0,930,5000,1.0,0,930,0.0,1926,2013.0,98136,47.5333,-122.388,1760,5228,2013.0,3.0,2.0,4.0,89,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,700000.0,-7396.833759687965,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
995,9417400215,2014-07-31,2,1.0,820,4880,1.0,0,820,0.0,1925,0.0,98136,47.5483,-122.394,1320,4880,1925.0,0.0,3.0,3.0,90,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,363000.0,17612.06399647445,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
996,2810600015,2015-04-27,2,1.0,910,4000,1.0,0,910,0.0,1918,0.0,98136,47.5427,-122.388,1060,1346,1918.0,0.0,2.0,4.0,97,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,400000.0,14866.279969833475,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
997,2493200015,2014-06-20,3,1.5,1520,4288,1.0,0,1020,500.0,1949,0.0,98136,47.5284,-122.387,1660,4288,1949.0,0.0,2.0,4.0,66,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,380000.0,16350.487551801576,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
998,9169100214,2014-05-14,3,1.0,1290,5500,1.0,0,980,310.0,1951,0.0,98136,47.5266,-122.392,1680,5000,1951.0,0.0,2.0,4.0,64,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,372220.0,16927.844301187164,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
999,2487200940,2014-08-14,4,3.5,3210,5000,3.0,0,3210,0.0,2014,0.0,98136,47.5203,-122.393,1360,5000,2014.0,0.0,2.0,6.0,1,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,889000.0,-21422.595409286478,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1000,7625702615,2015-01-14,2,1.0,610,4560,1.0,0,610,0.0,1918,0.0,98136,47.5498,-122.383,930,1392,1918.0,0.0,2.0,2.0,97,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,400000.0,14866.279969833475,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1001,3522900061,2015-04-21,2,1.0,1040,6900,1.0,0,1040,0.0,1915,0.0,98136,47.5411,-122.391,1620,6280,1915.0,0.0,3.0,4.0,100,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,418000.0,13530.493146062192,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1002,2488200459,2014-05-05,2,3.0,1410,1240,2.0,0,1140,270.0,2006,0.0,98136,47.5221,-122.39,1410,1273,2006.0,0.0,2.0,5.0,9,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,405000.0,14495.228074341452,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1003,2815600215,2014-11-18,2,2.0,1540,7290,2.0,0,1540,0.0,1948,1983.0,98136,47.551,-122.395,1540,7072,1983.0,0.0,2.0,4.0,67,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,462500.0,10228.131276183172,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1004,34001304,2015-04-10,5,2.25,2240,5500,1.0,0,1490,750.0,1959,0.0,98136,47.5305,-122.391,2010,6050,1959.0,0.0,2.0,4.0,56,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,480000.0,8929.449641961095,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1005,2461900945,2015-04-21,5,1.0,1950,6250,1.5,0,1450,0.0,1917,0.0,98136,47.5511,-122.386,1950,6250,1917.0,0.0,3.0,4.0,98,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,438000.0,12046.28556409409,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1006,4318200090,2014-06-18,2,1.0,940,9839,1.0,0,940,0.0,1910,0.0,98136,47.5379,-122.386,1330,8740,1910.0,0.0,2.0,3.0,105,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,375000.0,16721.539447293595,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1007,2719100042,2014-06-23,3,2.0,1890,1599,2.0,0,1430,460.0,2012,0.0,98136,47.5438,-122.385,1780,1562,2012.0,0.0,2.0,6.0,3,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,458500.0,10524.972792576795,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1008,2461900375,2015-04-14,4,2.5,2770,6000,2.0,0,2400,370.0,1993,0.0,98136,47.5536,-122.383,2120,6000,1993.0,0.0,2.0,5.0,22,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,685000.0,-6283.6780732119005,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1009,3013300017,2015-04-08,3,1.0,1290,6859,1.0,0,1290,0.0,1941,0.0,98136,47.5317,-122.387,1560,6369,1941.0,0.0,3.0,4.0,74,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,535000.0,4847.878791548828,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1010,2490200165,2014-06-23,3,1.0,1150,5100,2.0,0,1150,0.0,1911,2005.0,98136,47.5349,-122.384,1440,5100,2005.0,0.0,2.0,5.0,104,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,500000.0,7445.24205999299,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1011,3948900050,2015-04-27,3,3.25,2130,2306,2.0,0,1420,710.0,1924,0.0,98136,47.5424,-122.391,1560,4500,1924.0,1.0,4.0,4.0,91,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,616000.0,-1163.1619154219661,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1012,2487200938,2014-11-26,5,3.25,3230,5000,2.0,0,2350,880.0,2002,0.0,98136,47.5202,-122.393,1520,5000,2002.0,1.0,2.0,6.0,13,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,815000.0,-15931.027356004517,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1013,2483200010,2014-10-07,3,1.75,2070,6000,1.0,0,1340,730.0,1955,0.0,98136,47.5226,-122.382,2200,6000,1955.0,3.0,2.0,5.0,60,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,690000.0,-6654.729968703919,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1014,2484200080,2014-07-29,3,2.5,2060,8778,1.0,0,1160,900.0,1953,2010.0,98136,47.5245,-122.384,1990,7560,2010.0,0.0,2.0,5.0,62,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,731100.0,-9704.776549648363,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1015,7649400170,2014-12-05,3,2.25,2070,2833,2.0,0,1490,580.0,1966,0.0,98136,47.5543,-122.398,1940,3794,1966.0,2.0,2.0,5.0,49,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,675000.0,-5541.574282227848,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1016,2493200235,2015-03-11,2,1.0,850,6213,1.0,0,750,100.0,1916,0.0,98136,47.5282,-122.384,1880,5500,1916.0,0.0,2.0,3.0,99,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,370000.0,17092.591342785618,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1017,7625703900,2014-09-26,4,2.5,2020,9600,2.0,0,2020,0.0,1954,0.0,98136,47.5434,-122.395,2250,8550,1954.0,0.0,3.0,4.0,61,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,689000.0,-6580.519589605516,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1018,7624700050,2014-12-23,1,1.0,1370,6250,1.5,0,1370,0.0,1921,0.0,98136,47.5571,-122.385,1450,6250,1921.0,0.0,3.0,4.0,94,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,565000.0,2621.5674185966855,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1019,7625703800,2015-04-24,3,2.0,1300,6000,1.0,0,1300,0.0,1943,0.0,98136,47.5482,-122.392,1230,6000,1943.0,0.0,4.0,4.0,72,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,560000.0,2992.6193140887044,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1020,7626200305,2014-10-22,3,2.0,1800,5000,2.0,0,1600,200.0,1925,0.0,98136,47.5447,-122.389,1640,5000,1925.0,0.0,4.0,4.0,90,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,575000.0,1879.463627612633,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1021,7625704317,2015-05-03,2,1.0,840,4500,1.0,0,840,0.0,1939,0.0,98136,47.5441,-122.39,1300,5000,1939.0,0.0,2.0,3.0,76,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,377500.0,16536.013499547586,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1022,7625703637,2014-08-28,2,1.0,610,4000,1.0,0,610,0.0,1918,0.0,98136,47.5469,-122.391,870,5160,1918.0,0.0,3.0,3.0,97,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,286000.0,23326.263187051623,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1023,2483700095,2014-11-06,4,1.5,1810,6000,1.0,0,1350,460.0,1952,0.0,98136,47.5233,-122.386,2020,6000,1952.0,1.0,2.0,5.0,63,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,560000.0,2992.6193140887044,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1024,9169600275,2014-07-23,2,1.0,2280,37500,2.0,0,2280,0.0,1932,0.0,98136,47.525,-122.389,2360,6000,1932.0,0.0,2.0,4.0,83,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,280000.0,23771.525461642053,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1025,2815600305,2015-04-22,3,2.0,2560,6800,1.0,0,1380,1180.0,1952,0.0,98136,47.5506,-122.395,1780,6800,1952.0,1.0,3.0,5.0,63,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,695000.0,-7025.781864195946,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1026,34000005,2014-06-18,2,1.0,1100,4200,1.0,0,1100,0.0,1954,0.0,98136,47.5312,-122.392,1240,4000,1954.0,0.0,2.0,4.0,61,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,343566.0,19054.268503872852,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1027,7936500190,2014-10-21,4,3.75,2130,34689,1.5,1,2130,0.0,1955,0.0,98136,47.5489,-122.398,3030,28598,1955.0,4.0,2.0,6.0,60,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,1340000.0,-54891.47638266706,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1028,2461900609,2014-07-17,3,2.5,1400,2036,2.0,0,1400,0.0,2003,0.0,98136,47.5516,-122.382,1500,2036,2003.0,0.0,2.0,4.0,12,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,346100.0,18866.219403237497,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1029,4318200440,2014-05-22,3,2.25,1470,1578,2.0,0,1090,380.0,2007,0.0,98136,47.5388,-122.387,1470,1668,2007.0,0.0,2.0,5.0,8,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,432000.0,12491.54783868452,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1030,7626200280,2014-10-02,2,1.0,1170,5000,1.0,0,1030,140.0,1920,0.0,98136,47.5449,-122.388,1170,5850,1920.0,0.0,3.0,4.0,95,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,425000.0,13011.020492373355,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1031,2346800005,2015-04-27,3,1.5,1710,8364,2.0,0,1710,0.0,1944,0.0,98136,47.5175,-122.393,2430,9040,1944.0,2.0,2.0,4.0,71,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,543000.0,4254.195758761583,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1032,7104100050,2014-06-24,3,2.5,1500,5412,1.0,0,900,600.0,1920,0.0,98136,47.5499,-122.394,1090,5412,1920.0,0.0,4.0,4.0,95,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,485000.0,8558.397746469062,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1033,2487700130,2015-04-06,4,2.5,2720,8000,1.0,0,1360,1360.0,1955,0.0,98136,47.5237,-122.391,1790,8000,1955.0,0.0,3.0,4.0,60,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,710000.0,-8138.937550672017,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1034,7936000403,2014-06-09,3,1.75,2050,3520,1.0,0,1070,980.0,1977,0.0,98136,47.5536,-122.399,2050,16083,1977.0,0.0,3.0,4.0,38,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,568000.0,2398.936281301467,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1035,2484700015,2015-03-27,4,1.5,2480,6000,1.0,0,1520,960.0,1955,0.0,98136,47.5233,-122.386,1810,6000,1955.0,0.0,2.0,5.0,60,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,579000.0,1582.6221112190105,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1036,3869900120,2015-02-26,3,2.5,1690,1310,2.0,0,1140,550.0,2004,0.0,98136,47.5404,-122.387,1640,1321,2004.0,0.0,2.0,5.0,11,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,430000.0,12639.968596881332,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1037,3013300968,2014-08-01,3,1.0,1100,4184,1.0,0,1100,0.0,1965,0.0,98136,47.5309,-122.382,1630,4366,1965.0,0.0,3.0,4.0,50,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,416500.0,13641.808714709794,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1038,7625703945,2014-07-01,2,1.0,1080,7775,1.0,0,1080,0.0,1955,0.0,98136,47.5447,-122.394,1730,7350,1955.0,0.0,2.0,3.0,60,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,345000.0,18947.85082024574,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1039,4322500110,2015-03-03,3,1.75,2160,5760,1.0,0,1260,900.0,1954,0.0,98136,47.5346,-122.391,2090,5760,1954.0,0.0,3.0,5.0,61,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,670000.0,-5170.522386735829,0,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1040,3869900155,2015-03-26,2,2.0,1250,1178,2.0,0,980,270.0,1996,0.0,98136,47.5426,-122.387,1270,1242,1996.0,0.0,2.0,4.0,19,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,340000.0,19318.902715737764,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
1041,312000265,2015-05-04,2,1.0,790,5120,1.0,0,790,0.0,1950,0.0,98136,47.557,-122.395,1250,5120,1950.0,0.0,2.0,3.0,65,3.963126364564067e+16,47.54161695699635,-122.38820762891912,181.0919540229885,375000.0,16721.539447293595,1,67,"47.536973, -122.389941","Seattle, Washington",14138,56455,"#3,765"
